#Event Energy_i(MeV)    delta_i(%)       x_i(cm)       y_i(cm) theta_i(mrad)   phi_i(mrad)       x_f(cm)       y_f(cm) theta_f(mrad)   phi_f(mrad)
   190         30.79         2.642     -0.002915        0.3716         -19.7        -29.17         3.854        -5.613          88.5         731.3
   191          30.8         2.681        -0.317       -0.4792        -44.11        -21.82          4.56        -8.332         103.7         728.9
   192         35.43          18.1       0.08673        0.1224         144.7         22.62         14.43         2.413         138.1           800
   193         24.52        -18.27       -0.1312        0.5736         -25.8        -22.41         -12.8        -1.517        -199.1           763
   194         32.87         9.555      -0.09021       -0.3951         27.81         30.79         8.972         5.384         129.3         807.3
   195         25.47         -15.1        0.1728       -0.4352         145.3         32.55        -23.37         3.305        -489.8         810.1
   196         24.12         -19.6       -0.1774       -0.5179        -128.7        -25.96        -7.391        -11.55        -30.13         700.8
   197         26.71        -10.95       -0.3535      0.007404        -29.42        -30.35         -5.62        -6.036        -86.95         735.9
   198         38.83         29.44       -0.2233        0.5707         7.359         14.83         24.08         3.417         381.6         806.7
   199         28.26        -5.791       -0.1022       -0.4555       -0.3507         5.602        -2.899       -0.5185        -3.977         783.6
